opsize;nesting;pass;time;memory
10;0.0;bool-nest-clone;0.2880265712738037;92.27734375
10;0.0;bool-nest-composable;0.28792572021484375;92.21484375
10;0.05;bool-nest-clone;0.2831141948699951;92.2421875
10;0.05;bool-nest-composable;0.28786730766296387;92.1640625
10;0.1;bool-nest-clone;0.2833864688873291;92.25390625
10;0.1;bool-nest-composable;0.2865908145904541;92.203125
10;0.2;bool-nest-clone;0.2842423915863037;92.25
10;0.2;bool-nest-composable;0.2837865352630615;92.22265625
10;0.3;bool-nest-clone;0.28346800804138184;92.10546875
10;0.3;bool-nest-composable;0.2846970558166504;92.37109375
10;0.4;bool-nest-clone;0.285541296005249;92.22265625
10;0.4;bool-nest-composable;0.2899196147918701;92.21875
10;0.5;bool-nest-clone;0.28783535957336426;92.25390625
10;0.5;bool-nest-composable;0.28862762451171875;92.09375
10;0.6;bool-nest-clone;0.2860586643218994;92.2578125
10;0.6;bool-nest-composable;0.2868480682373047;92.2421875
10;0.7;bool-nest-clone;0.2857222557067871;92.2734375
10;0.7;bool-nest-composable;0.2851567268371582;92.28515625
10;0.8;bool-nest-clone;0.28674912452697754;92.23046875
10;0.8;bool-nest-composable;0.28545546531677246;92.22265625
10;0.9;bool-nest-clone;0.28694772720336914;92.17578125
10;0.9;bool-nest-composable;0.28671789169311523;92.2890625
10;0.95;bool-nest-clone;0.2837941646575928;92.29296875
10;0.95;bool-nest-composable;0.28672146797180176;92.265625
10;1;bool-nest-clone;0.2778468132019043;92.2578125
10;1;bool-nest-composable;0.27917909622192383;92.25390625
30;0.0;bool-nest-clone;0.3291895389556885;93.4140625
30;0.0;bool-nest-composable;0.3266007900238037;92.80078125
30;0.05;bool-nest-clone;0.3265547752380371;93.3359375
30;0.05;bool-nest-composable;0.3282959461212158;92.79296875
30;0.1;bool-nest-clone;0.3258631229400635;93.32421875
30;0.1;bool-nest-composable;0.32620668411254883;92.796875
30;0.2;bool-nest-clone;0.3257782459259033;93.42578125
30;0.2;bool-nest-composable;0.327822208404541;92.78515625
30;0.3;bool-nest-clone;0.3314499855041504;93.28515625
30;0.3;bool-nest-composable;0.33059120178222656;92.796875
30;0.4;bool-nest-clone;0.29583311080932617;92.51953125
30;0.4;bool-nest-composable;0.29903101921081543;92.30078125
30;0.5;bool-nest-clone;0.30298471450805664;92.50390625
30;0.5;bool-nest-composable;0.3032972812652588;92.28515625
30;0.6;bool-nest-clone;0.34256434440612793;92.3828125
30;0.6;bool-nest-composable;0.3969454765319824;116.125
30;0.7;bool-nest-clone;0.3769114017486572;116.125
30;0.7;bool-nest-composable;0.23642492294311523;116.125
30;0.8;bool-nest-clone;0.3494887351989746;92.578125
30;0.8;bool-nest-composable;0.4201328754425049;116.13671875
30;0.9;bool-nest-clone;0.35034966468811035;116.13671875
30;0.9;bool-nest-composable;0.347043514251709;92.24609375
30;0.95;bool-nest-clone;0.43347692489624023;92.5234375
30;0.95;bool-nest-composable;0.6479771137237549;116.3515625
30;1;bool-nest-clone;0.346912145614624;92.51953125
30;1;bool-nest-composable;0.35694169998168945;92.28515625
100;0.0;bool-nest-clone;0.28217220306396484;116.1484375
100;0.0;bool-nest-composable;0.41828036308288574;94.3828125
100;0.05;bool-nest-clone;0.38936305046081543;95.3671875
100;0.05;bool-nest-composable;0.42037343978881836;94.37890625
100;0.1;bool-nest-clone;0.2522122859954834;98.66796875
100;0.1;bool-nest-composable;0.22226476669311523;94.42578125
100;0.2;bool-nest-clone;0.3892066478729248;95.70703125
100;0.2;bool-nest-composable;0.3756890296936035;93.34765625
100;0.3;bool-nest-clone;0.3992612361907959;95.9609375
100;0.3;bool-nest-composable;0.3748788833618164;93.1328125
100;0.4;bool-nest-clone;0.38826847076416016;95.4453125
100;0.4;bool-nest-composable;0.3697841167449951;93.1328125
100;0.5;bool-nest-clone;0.38895702362060547;95.40625
100;0.5;bool-nest-composable;0.36885881423950195;92.83984375
100;0.6;bool-nest-clone;0.4018368721008301;95.94140625
100;0.6;bool-nest-composable;0.37404322624206543;92.83203125
100;0.7;bool-nest-clone;0.39813685417175293;95.96875
100;0.7;bool-nest-composable;0.3754146099090576;92.91015625
100;0.8;bool-nest-clone;0.38744354248046875;95.56640625
100;0.8;bool-nest-composable;0.36573004722595215;92.84375
100;0.9;bool-nest-clone;0.39304614067077637;95.42578125
100;0.9;bool-nest-composable;0.3629443645477295;92.8515625
100;0.95;bool-nest-clone;0.3851916790008545;95.484375
100;0.95;bool-nest-composable;0.3680903911590576;92.8515625
100;1;bool-nest-clone;0.3760225772857666;95.16015625
100;1;bool-nest-composable;0.3507075309753418;92.58984375
300;0.0;bool-nest-clone;0.6014056205749512;120.2265625
300;0.0;bool-nest-composable;0.7911159992218018;108.64453125
300;0.05;bool-nest-clone;0.6036622524261475;119.9609375
300;0.05;bool-nest-composable;0.40374159812927246;97.0703125
300;0.1;bool-nest-clone;0.7981843948364258;129.3203125
300;0.1;bool-nest-composable;0.3937795162200928;96.23046875
300;0.2;bool-nest-clone;0.6361126899719238;120.80859375
300;0.2;bool-nest-composable;0.3305039405822754;95.5234375
300;0.3;bool-nest-clone;0.6402204036712646;121.11328125
300;0.3;bool-nest-composable;0.3344299793243408;95.078125
300;0.4;bool-nest-clone;0.6422319412231445;120.59375
300;0.4;bool-nest-composable;0.33548712730407715;94.80078125
300;0.5;bool-nest-clone;0.6481678485870361;120.2734375
300;0.5;bool-nest-composable;0.3458061218261719;94.63671875
300;0.6;bool-nest-clone;0.6723949909210205;121.05859375
300;0.6;bool-nest-composable;0.35201501846313477;94.484375
300;0.7;bool-nest-clone;0.647040605545044;119.546875
300;0.7;bool-nest-composable;0.3487703800201416;94.28515625
300;0.8;bool-nest-clone;0.647629976272583;119.50390625
300;0.8;bool-nest-composable;0.3525826930999756;94.2734375
300;0.9;bool-nest-clone;0.6478097438812256;119.66796875
300;0.9;bool-nest-composable;0.35437941551208496;94.28125
300;0.95;bool-nest-clone;0.6531362533569336;119.49609375
300;0.95;bool-nest-composable;0.34945154190063477;94.296875
300;1;bool-nest-clone;0.6184208393096924;118.26953125
300;1;bool-nest-composable;0.32294464111328125;93.984375
1000;0.0;bool-nest-clone;6.36632513999939;397.25
1000;0.0;bool-nest-composable;12.869361162185669;258.64453125
1000;0.05;bool-nest-clone;6.424190521240234;392.828125
1000;0.05;bool-nest-composable;2.4188928604125977;115.6328125
1000;0.1;bool-nest-clone;6.400574684143066;392.26953125
1000;0.1;bool-nest-composable;1.3464093208312988;106.609375
1000;0.2;bool-nest-clone;6.68815541267395;394.33984375
1000;0.2;bool-nest-composable;1.487978219985962;103.78125
1000;0.3;bool-nest-clone;8.373997926712036;395.63671875
1000;0.3;bool-nest-composable;1.6059770584106445;102.51953125
1000;0.4;bool-nest-clone;8.262792348861694;398.4609375
1000;0.4;bool-nest-composable;1.6142935752868652;101.46875
1000;0.5;bool-nest-clone;8.10472583770752;391.96875
1000;0.5;bool-nest-composable;1.6293840408325195;100.78125
1000;0.6;bool-nest-clone;7.956445217132568;394.81640625
1000;0.6;bool-nest-composable;1.7479546070098877;100.72265625
1000;0.7;bool-nest-clone;7.99043869972229;389.4375
1000;0.7;bool-nest-composable;1.8117291927337646;100.453125
1000;0.8;bool-nest-clone;8.004594564437866;389.50390625
1000;0.8;bool-nest-composable;1.8176929950714111;100.45703125
1000;0.9;bool-nest-clone;8.291874408721924;389.53125
1000;0.9;bool-nest-composable;1.8173983097076416;100.3515625
1000;0.95;bool-nest-clone;8.038921117782593;389.50390625
1000;0.95;bool-nest-composable;1.8394389152526855;100.23828125
1000;1;bool-nest-clone;7.573927164077759;369.3359375
1000;1;bool-nest-composable;1.5477359294891357;99.49609375
3000;0.0;bool-nest-clone;63.46913290023804;2816.69140625
3000;0.0;bool-nest-composable;265.57429933547974;1547.08203125
3000;0.05;bool-nest-clone;61.5119092464447;2732.12890625
3000;0.05;bool-nest-composable;7.412946701049805;160.6796875
3000;0.1;bool-nest-clone;65.97855043411255;2765.9609375
3000;0.1;bool-nest-composable;7.421586513519287;139.13671875
3000;0.2;bool-nest-clone;69.36372494697571;2750.46484375
3000;0.2;bool-nest-composable;10.830497741699219;128.70703125
3000;0.3;bool-nest-clone;72.71443367004395;2774.50390625
3000;0.3;bool-nest-composable;11.218503475189209;125.9296875
3000;0.4;bool-nest-clone;74.63847208023071;2767.90234375
3000;0.4;bool-nest-composable;12.399338960647583;125.0390625
3000;0.5;bool-nest-clone;76.27540993690491;2775.82421875
3000;0.5;bool-nest-composable;13.419976711273193;124.77734375
3000;0.6;bool-nest-clone;77.81395983695984;2779.4296875
3000;0.6;bool-nest-composable;14.8278329372406;124.94140625
3000;0.7;bool-nest-clone;84.4628837108612;2743.6875
3000;0.7;bool-nest-composable;15.744251012802124;125.0859375
3000;0.8;bool-nest-clone;83.78571486473083;2744.28125
3000;0.8;bool-nest-composable;15.788915872573853;125.1171875
3000;0.9;bool-nest-clone;82.70855712890625;2744.3671875
3000;0.9;bool-nest-composable;15.80084776878357;124.96875
3000;0.95;bool-nest-clone;81.609543800354;2744.296875
3000;0.95;bool-nest-composable;16.20697784423828;125.19921875
3000;1;bool-nest-clone;75.44909024238586;2582.2109375
3000;1;bool-nest-composable;12.125118970870972;125.7578125
